#{"t_start": 1785568400.0103385, "env_id": "None"}
r,l,t,is_success
291.660849,55,14.675335,True
317.147347,32,20.821264,True
313.159142,31,26.921065,True
325.149977,123,50.854893,True
308.973198,65,63.37206,True
303.432516,65,75.833775,True
313.140077,34,82.370502,True
14.306719,120,105.319791,False
297.519714,68,118.297716,True
306.941477,15,121.173242,True
302.132945,54,131.440738,True
335.894707,65,143.916517,True
300.898014,49,153.479396,True
321.934655,42,161.676926,True
306.357783,17,165.035505,True
311.881774,66,178.030823,True
275.284351,17,181.336062,True
302.073457,21,185.437939,True
324.857967,63,197.671047,True
298.872748,17,200.980609,True
298.733123,24,205.581532,True
301.042012,21,209.626897,True
326.414289,58,220.763089,True
296.33141,38,228.027739,True
309.727971,33,234.502117,True
315.258655,102,254.379547,True
303.648102,15,257.283643,True
233.863501,31,263.196909,True
322.833374,50,273.451354,True
332.305176,74,287.894114,True
313.360907,38,295.548589,True
296.386084,53,306.047084,True
299.048835,67,319.104537,True
302.644041,14,321.845342,True
296.431873,46,354.234961,True
318.265318,55,364.831141,True
289.674602,43,373.077762,True
314.147751,69,386.249182,True
28.00697,200,424.463767,False
310.023183,13,426.952701,True
327.110272,40,434.688006,True
298.624904,30,440.47945,True
291.782978,19,444.118112,True
306.740602,38,451.361922,True
294.117177,30,457.069807,True
324.633975,53,467.094819,True
298.536137,76,481.527756,True
-13.314019,200,521.835581,False
-10.858417,200,561.805004,False
305.420685,55,572.342684,True
321.666559,67,585.274144,True
324.661935,36,592.234022,True
313.94868,15,595.122091,True
315.683925,33,601.43616,True
17.266434,200,640.463197,False
-11.715463,200,704.109808,False
30.973407,200,742.563095,False
310.967186,26,747.507027,True
-11.993095,200,786.48672,False
305.128989,25,791.322743,True
307.487952,13,793.855262,True
304.447265,45,802.488806,True
300.959152,29,807.999027,True
327.335468,46,816.794635,True
280.733531,39,824.179123,True
302.429805,28,829.583299,True
-18.049823,56,840.339113,False
303.756934,46,849.23593,True
314.850005,34,855.774858,True
336.431552,64,868.363227,True
310.964166,40,876.127075,True
50.5524,120,899.410908,False
320.641736,48,908.729893,True
305.960036,82,924.594726,True
316.171999,61,936.376521,True
306.285309,24,941.027941,True
69.809608,100,960.567356,False
323.158216,43,968.911398,True
17.624782,200,1007.505648,False
285.364286,17,1010.772104,True
327.648562,77,1050.17417,True
305.111743,15,1053.204069,True
287.418101,45,1062.161021,True
-173.978405,165,1094.046707,False
289.992542,56,1104.80021,True
310.066713,58,1116.364792,True
19.883846,200,1156.530693,False
63.894866,200,1194.997639,False
-40.078008,24,1199.57673,False
325.029035,62,1211.452107,True
315.312534,40,1219.113274,True
287.279991,33,1225.549214,True
-16.968972,200,1264.39021,False
321.278727,40,1272.058612,True
319.73181,40,1279.810495,True
316.594932,43,1288.159441,True
333.843627,51,1298.114912,True
307.247551,35,1304.904936,True
289.627889,12,1307.238696,True
310.704061,29,1312.84848,True
307.157704,64,1325.369091,True
-7.202547,200,1364.172346,False
308.625101,62,1400.038786,True
284.883802,31,1406.042316,True
302.713883,20,1409.945472,True
319.498923,59,1421.359728,True
10.098774,200,1460.367009,False
305.357875,86,1477.451665,True
307.321978,26,1482.567835,True
301.507728,46,1491.331163,True
294.5593,32,1497.508654,True
270.007031,37,1504.673203,True
