#{"t_start": 1785568399.5345788, "env_id": "None"}
r,l,t,is_success
295.675957,85,20.902122,True
304.820816,17,24.244225,True
302.660496,37,31.542121,True
288.812698,60,43.177447,True
323.387083,68,56.348517,True
311.023912,19,59.984531,True
300.526284,14,62.696084,True
338.365438,37,69.76026,True
321.673296,39,77.273873,True
294.275908,68,90.392632,True
335.611887,66,102.952086,True
341.881138,59,114.204235,True
303.068343,89,131.156623,True
339.341882,64,143.425958,True
288.984645,71,157.272044,True
292.703314,32,163.525175,True
311.706644,69,177.150757,True
314.582978,44,185.710985,True
288.343071,26,190.753874,True
315.327446,42,198.929603,True
-11.069425,200,237.51544,False
330.821157,47,246.72516,True
17.964136,120,270.177001,False
328.418104,63,282.697719,True
294.957844,36,289.799899,True
320.796313,55,300.982479,True
300.198349,15,303.849179,True
324.674907,57,314.916264,True
321.417061,56,326.048319,True
297.884864,68,362.413206,True
326.284464,36,369.326776,True
317.713496,16,372.399194,True
32.451352,200,410.565629,False
267.532097,39,418.096829,True
283.812749,17,421.39,True
252.419069,88,438.267831,True
291.552607,28,443.644381,True
31.652698,200,481.625377,False
315.940275,55,492.185318,True
284.850907,17,495.468196,True
300.088819,32,501.789505,True
-20.933963,200,543.247089,False
281.630059,30,549.070575,True
312.902592,79,564.403,True
311.108005,49,573.76577,True
300.980832,64,586.137904,True
74.074624,200,624.399886,False
-14.292827,200,664.85588,False
-3.441113,200,727.286602,False
61.835702,200,766.23277,False
314.59848,67,779.05788,True
302.87527,24,783.689087,True
281.538751,46,792.57918,True
320.704658,34,799.148179,True
330.45479,52,809.087936,True
-8.307462,200,847.375872,False
62.533315,200,886.335599,False
309.36728,57,897.371611,True
-14.037516,200,936.072427,False
291.597067,21,940.160276,True
322.10336,52,950.370917,True
336.407458,67,963.410355,True
316.732712,36,970.356337,True
-8.296805,200,1008.944144,False
293.050246,31,1014.90225,True
311.721825,36,1021.925289,True
315.20023,27,1051.655892,True
43.122683,200,1090.664385,False
314.563244,25,1095.472461,True
318.87737,46,1104.292275,True
322.996325,54,1114.933257,True
312.841827,68,1128.274513,True
308.906495,83,1145.514925,True
300.688091,25,1150.407624,True
18.224181,200,1189.199306,False
309.519048,55,1199.672342,True
-197.561613,127,1224.056356,False
286.188417,46,1233.016943,True
298.4578,42,1241.223689,True
-19.448872,200,1279.884702,False
305.878924,33,1286.297378,True
296.870493,38,1293.747376,True
312.112397,22,1298.009519,True
333.876439,60,1309.651324,True
-41.258699,26,1314.680172,False
-40.462224,31,1320.744937,False
328.705624,61,1332.599184,True
318.088768,48,1341.946859,True
294.29526,41,1349.980933,True
309.503262,57,1360.979145,True
27.102797,200,1423.618442,False
311.979349,41,1431.655,True
326.535643,40,1439.455518,True
14.623046,200,1478.767893,False
309.739692,70,1492.188915,True
2.279058,200,1531.177115,False
307.880431,40,1539.176641,True
324.139741,58,1551.189016,True
29.423625,120,1574.432959,False
317.421524,28,1579.798742,True
318.899447,43,1588.042011,True
310.566392,38,1595.323648,True
318.476397,51,1605.021516,True
-42.013065,23,1609.430515,False
293.215984,22,1613.604836,True
-10.324889,200,1651.983462,False
-43.600472,41,1660.214233,False
319.594561,58,1671.576727,True
311.701891,57,1682.720691,True
319.952764,51,1692.588371,True
325.507349,60,1704.393595,True
7.580338,200,1765.723473,False
51.009954,120,1789.974717,False
294.435154,39,1797.903458,True
308.217874,78,1813.499107,True
43.16986,120,1837.108289,False
335.1441,58,1848.278728,True
326.995959,66,1860.776866,True
314.433505,37,1867.901945,True
313.893857,34,1874.546251,True
301.049067,18,1878.056869,True
315.558618,19,1881.711713,True
54.337021,200,1919.688909,False
328.743378,93,1937.292076,True
311.866945,66,1950.403843,True
321.460683,100,1970.954523,True
282.56234,28,1976.433625,True
312.256683,33,1982.827482,True
287.890744,30,1988.676123,True
338.541426,63,2000.874404,True
312.688221,43,2009.149662,True
294.158226,36,2016.179683,True
314.877608,24,2020.826095,True
288.538334,62,2032.847387,True
14.531205,200,2089.697483,False
313.444146,28,2095.193294,True
-9.041223,200,2134.780915,False
313.046713,62,2146.963864,True
291.303477,149,2178.072261,True
326.367576,26,2183.017574,True
327.357546,63,2195.05489,True
300.99786,31,2201.018056,True
309.652472,59,2212.381693,True
280.751621,172,2245.577386,True
301.28902,46,2254.327298,True
317.252463,48,2263.478291,True
300.187023,67,2276.298414,True
320.47095,64,2288.574734,True
307.12165,24,2293.188035,True
320.024781,34,2299.662127,True
309.644974,64,2311.867592,True
291.99167,33,2318.164934,True
336.360219,63,2330.215339,True
298.630569,16,2333.308163,True
312.627141,54,2343.795179,True
328.472304,57,2355.025444,True
302.425304,67,2367.939337,True
13.630063,200,2406.164086,False
