#{"t_start": 1785568398.5416238, "env_id": "None"}
r,l,t,is_success
311.694534,37,12.665385,True
311.122648,44,21.118906,True
318.230467,55,31.950905,True
322.543776,36,38.982591,True
323.060848,34,45.550543,True
-15.263448,200,84.030217,False
318.859424,40,91.764743,True
302.051424,22,95.951056,True
-176.639659,79,111.01952,False
299.307373,67,123.788269,True
284.184874,54,134.048302,True
305.308038,33,140.336055,True
-11.311481,120,163.734971,False
305.578591,15,166.732656,True
314.555745,57,177.943721,True
309.673709,37,185.138369,True
289.938564,25,190.006211,True
236.188106,178,224.33575,True
304.82108,59,235.775831,True
249.353063,59,247.327503,True
14.851171,200,286.696643,False
285.011593,62,299.146219,True
298.304097,18,302.749491,True
310.672026,50,312.411611,True
274.442796,43,320.778619,True
313.359743,51,354.160347,True
275.324456,52,364.177846,True
290.856601,38,371.477079,True
-10.715321,200,409.615297,False
318.28429,53,419.864386,True
281.270359,84,435.961085,True
333.449098,36,442.918405,True
275.664668,40,450.522716,True
325.958985,48,459.666481,True
66.513725,200,497.815458,False
326.308556,47,507.423497,True
321.274576,29,513.584825,True
8.898701,200,554.120904,False
299.241835,20,558.022164,True
290.377701,45,566.733666,True
-175.012335,53,576.852434,False
287.058044,16,579.911065,True
-12.913896,200,618.398383,False
320.765242,42,626.398094,True
322.628867,67,639.974876,True
310.852274,50,649.880564,True
274.139237,31,656.527486,True
331.139179,31,662.720726,True
287.330825,59,674.110806,True
-28.774503,200,736.526404,False
304.519446,42,744.609917,True
296.325153,59,756.202073,True
305.780032,42,764.570174,True
-24.967217,200,803.002307,False
319.777366,44,811.404876,True
324.92614,54,821.668198,True
322.967558,41,829.51462,True
296.48067,40,837.194812,True
46.20556,200,876.035719,False
310.553366,40,883.828704,True
303.526219,73,897.979566,True
325.373026,67,910.986253,True
316.310301,76,925.677279,True
29.775668,200,964.597955,False
317.691431,33,970.955596,True
293.322875,14,973.662664,True
298.15071,61,985.366925,True
248.734287,72,999.28483,True
299.486308,16,1002.413732,True
294.005015,177,1061.443213,True
301.709062,33,1067.950996,True
320.088702,34,1074.612017,True
312.43871,15,1077.517309,True
325.41355,72,1091.27034,True
319.469437,23,1095.704625,True
297.748967,31,1101.618999,True
332.561689,68,1114.97225,True
331.558661,67,1128.095979,True
-173.087388,113,1151.198569,False
312.394353,24,1156.056,True
-20.164684,200,1194.565636,False
313.355034,52,1204.471138,True
-19.44648,200,1243.182089,False
311.458063,55,1253.828342,True
321.253269,35,1260.649778,True
301.726954,54,1271.035264,True
328.43441,51,1280.879685,True
299.238631,43,1289.242155,True
17.521974,200,1328.189542,False
-42.397911,37,1335.368948,False
-19.958131,200,1397.998479,False
324.17271,56,1408.869423,True
330.940081,60,1420.507898,True
322.34805,35,1427.366925,True
314.99669,41,1435.379066,True
315.861125,61,1447.259108,True
-40.261324,33,1453.658433,False
304.435992,21,1457.732014,True
320.27609,35,1464.532331,True
341.026415,69,1478.3425,True
336.332221,64,1490.695726,True
312.034204,74,1504.98744,True
246.634356,87,1521.932224,True
320.558185,40,1529.716945,True
297.33839,28,1535.235542,True
315.48818,54,1546.435897,True
298.871293,40,1554.736707,True
329.48721,57,1565.713689,True
305.754256,22,1569.913971,True
