#{"t_start": 1785568400.5654886, "env_id": "None"}
r,l,t,is_success
287.041951,75,17.943816,True
320.475629,47,27.153846,True
313.888337,16,30.31693,True
-41.275543,29,35.998101,False
1.920446,200,74.515823,False
290.666721,79,89.740878,True
317.58462,31,95.65076,True
310.450962,66,108.224445,True
295.835564,16,111.270383,True
298.75343,18,114.710618,True
337.218102,50,124.214625,True
311.970635,46,132.980215,True
-10.087091,200,172.040701,False
298.912407,64,184.479075,True
9.462093,200,223.077626,False
-190.263887,179,257.896064,False
7.888792,200,297.764937,False
12.143542,200,360.032041,False
296.246375,19,363.697749,True
28.116143,200,401.87972,False
310.360981,55,412.454158,True
16.889795,120,435.508894,False
308.777349,17,438.771851,True
301.433679,34,445.266069,True
292.363328,15,448.111582,True
295.379274,42,456.128092,True
294.903237,32,462.162869,True
290.014402,34,468.630641,True
290.982167,17,471.871266,True
315.867057,58,482.915788,True
318.126487,47,491.931367,True
304.675887,36,498.883406,True
301.384812,27,504.510881,True
24.603115,120,529.705332,False
281.224143,128,555.026838,True
-11.170663,200,593.601828,False
302.736336,23,598.013664,True
-12.971202,200,636.995409,False
-8.921179,200,700.667411,False
296.162848,84,716.862419,True
53.135311,200,755.671699,False
-168.382026,111,777.064648,False
327.455499,58,788.261793,True
12.11737,200,826.486708,False
338.287453,50,836.129309,True
318.429218,54,846.535838,True
283.616398,25,851.3695,True
300.459028,25,856.177666,True
303.987548,37,863.375255,True
321.453386,55,874.215126,True
307.67319,53,884.518684,True
323.661986,49,894.008514,True
312.309776,40,901.756899,True
298.098179,14,904.473415,True
309.34372,16,907.580844,True
312.38178,29,913.261384,True
316.490795,59,924.613937,True
327.973653,75,939.129366,True
310.964687,83,955.381109,True
295.210626,49,964.881522,True
321.890548,15,967.76779,True
302.274674,18,971.251765,True
296.675605,78,986.237761,True
-179.421657,58,997.465728,False
320.843548,79,1012.729405,True
305.51583,80,1052.846916,True
337.422804,73,1067.303415,True
330.455956,45,1076.070654,True
334.473761,39,1083.499085,True
52.205153,200,1122.423373,False
-19.375565,200,1162.47601,False
304.488129,32,1168.843919,True
297.152171,13,1171.328558,True
286.200518,36,1178.254142,True
274.65775,162,1209.16983,True
49.971586,200,1247.940063,False
51.382139,200,1286.626997,False
294.522612,37,1293.891679,True
264.940336,65,1306.491546,True
-15.255668,200,1345.409808,False
316.415964,46,1354.385631,True
306.367049,63,1366.503409,True
304.012295,36,1397.336987,True
321.125585,68,1410.551006,True
316.618145,62,1422.58653,True
259.73945,42,1430.826298,True
291.099813,47,1439.97449,True
-42.615467,26,1445.028391,False
313.879334,22,1449.302546,True
320.39487,46,1458.238425,True
280.281721,75,1472.784857,True
286.857089,132,1498.703925,True
7.138839,120,1522.097898,False
