episode,seed,dr_seed,noise_seed,git_hash,cell,success_at_default_tol,grasp,lift,termination,steps,place_err_mm,tcp_err_at_release_mm,scatter_mm,release_step,obj_settled,max_step_dist_mm,action_smoothing,control_hz,max_joint_vel,n_substeps,obs_latency_steps,max_episode_steps,solver_timestep,solver_iterations,solver_impratio,solver_solref_scale,collision_steps,safety_clamped,safety_vetoed,clamp_rate,obj_r,obj_th,obj_yaw,obj_half_w,obj_half_h,obj_mass,mu_obj,mu_table,tgt_r,tgt_th,kp_scale_mean,kv_scale_mean,frictionloss_scale_mean,reward
0,10000,10000,10000,07025ed,solver_extremeB_s2,1,1,1,success,51,12.163616014773527,18.203587311655237,13.015885233903896,45,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,33,0,0.6470588235294118,0.34650213620974163,-0.49272847459079877,0.4666878438611253,0.02606150019228324,0.03402245796081144,0.06883726493069942,1.7120645961350336,1.1097483906769772,0.3194329216251005,0.2651480908148421,0.9651617991336686,1.0226663909637435,0.9894097406532532,283.10795640171517
1,10001,10001,10001,07025ed,solver_extremeB_s2,1,1,1,success,49,30.85204707315459,21.28218256465492,7.364903553914196,44,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,35,0,0.7142857142857143,0.36433257808453184,-0.37749666945190546,-1.0148296085048982,0.022380771670345353,0.030048680423544666,0.11926055357156669,1.5848112116268025,0.7596027481016826,0.3327271934073074,0.33978190337530917,1.0030593569454231,1.0351830968973859,1.2141767058202135,283.8140743378489
2,10002,10002,10002,07025ed,solver_extremeB_s2,1,1,1,success,56,34.83555298324915,20.29275734634218,3.522922915017195,50,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,36,0,0.6428571428571429,0.35716673094864143,-0.5899916176647074,0.31051653589388195,0.026786700858515266,0.03328727632500454,0.06381292925654256,1.7423066962920157,0.8136680137316841,0.30073072122250893,0.5319689741382219,0.9875484962401017,1.10017860733879,0.9060650466384069,287.4903194017397
3,10003,10003,10003,07025ed,solver_extremeB_s2,1,1,1,success,53,6.689925383882354,15.339575217012717,4.862785687750417,47,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,33,0,0.6226415094339622,0.36193456790843387,-0.31665040627234015,3.1294196865011132,0.022645355149495516,0.03346643845896945,0.04963379978759941,1.2961168832267056,1.2267706348243808,0.3221393438358416,0.48557448746656573,1.067374225825383,1.1228845242944299,0.9132262352760283,285.10076597653114
4,10004,10004,10004,07025ed,solver_extremeB_s2,1,1,1,success,55,12.900798082764714,16.990267905795427,3.2341521973167486,48,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,47,0,0.8545454545454545,0.37554623838424356,-0.5608707300304765,-0.2539994731586632,0.022119808904799327,0.033565111518183935,0.07951617591907278,1.375982436884838,0.9271810813153938,0.3326868599049136,0.339831398853679,1.016764677820612,0.9891622443944467,0.8895716051960915,287.1637159980566
5,10005,10005,10005,07025ed,solver_extremeB_s2,0,1,0,timeout,200,165.1346570309035,68.28168345180833,168.50778598074808,57,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,180,0,0.9,0.3190150848124592,-0.5461305710478462,2.990276313540086,0.023189532976082845,0.03641315602064107,0.10720293965999607,1.4554165633897775,0.7088857625597678,0.3661223819112738,0.45998867077848893,1.026668211270987,0.8898392042478321,0.9485661851198433,63.97509977363371
6,10006,10006,10006,07025ed,solver_extremeB_s2,1,1,1,success,49,31.12715320819959,41.723133295028525,15.065544934483608,44,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,40,0,0.8163265306122449,0.31256222959199026,-0.3288763908915468,-0.5478255727962629,0.02199750531777666,0.03495041369827978,0.06964300620057373,1.950910915550707,0.7799621585790727,0.366591443998499,0.42386881746346,0.99349677369045,1.1110992659032497,1.1506458475631707,270.1963663791682
7,10007,10007,10007,07025ed,solver_extremeB_s2,1,1,1,success,63,26.760014238617032,19.67635172002786,17.175325088318942,57,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,49,0,0.7777777777777778,0.3740972484679659,-0.7008813566278723,-0.7141752512816559,0.025845966905091625,0.032085664210961394,0.03202874808915681,1.5684357906228228,1.0091631041844344,0.37153997358795054,0.4103982644184369,0.9091088730827211,1.0443350020436912,1.2386227860427668,291.4299613078973
8,10008,10008,10008,07025ed,solver_extremeB_s2,1,1,1,success,64,41.218321655980446,37.52883159125429,3.835584375347627,60,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,44,0,0.6875,0.3518753770578074,-0.4769654263546926,0.8520480934281047,0.024233957237345335,0.03242840784449996,0.07109149610912678,1.0427321006432626,0.9363347233231514,0.3774056766338583,0.691809265833455,1.0958217876814655,1.041096932498062,0.945617705165698,288.8541382224657
9,10009,10009,10009,07025ed,solver_extremeB_s2,1,1,1,success,58,20.701597331956044,29.594861605784978,17.18667409589745,48,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,47,0,0.8103448275862069,0.34701057551234377,-0.4157367513435309,0.6517915318356415,0.02359430359908683,0.03702366773720943,0.031709411292078,1.061901949164674,1.2863539938571071,0.3393627027520553,0.5959567125958339,0.9995582191277929,1.017157931990154,1.0308019909529644,284.9726301968618
10,10010,10010,10010,07025ed,solver_extremeB_s2,0,1,0,timeout,200,53.32768361287272,33.09297389656231,25.010767814004893,63,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,183,0,0.915,0.3113281157258199,-0.7067988478173598,1.4204053267548185,0.02300814699599946,0.03627382926237447,0.0307550548367868,1.2164219319681102,0.8200869917421834,0.38952795539805585,0.703454733840258,1.0338791047400808,0.9795725768687921,1.149399823275224,31.596482269120465
11,10011,10011,10011,07025ed,solver_extremeB_s2,1,1,1,success,52,19.65780579454399,30.20481301574499,23.538383598495635,40,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,38,0,0.7307692307692307,0.344927027082509,-0.2446685309483579,-1.2336222991080898,0.02546108707156392,0.03964184543935249,0.040952901445517276,1.031714144947393,0.9443492166368936,0.319516228161338,0.4753758608144132,1.0509423783305196,1.0360799655706567,1.193111005809255,280.1887852097098
12,10012,10012,10012,07025ed,solver_extremeB_s2,1,1,1,success,66,13.923613033600072,23.19378422005547,1.5259531794431198,63,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,57,0,0.8636363636363636,0.30824685169561106,-0.6182371815460556,2.2081114360491165,0.024812065707868976,0.03302653806801183,0.10095120801539934,1.7019497394388352,0.8510381949480211,0.30929125331313895,0.2997692926356249,1.0734728475762902,1.0726700408404541,0.8675544186695412,282.91527269676897
13,10013,10013,10013,07025ed,solver_extremeB_s2,1,1,1,success,51,23.023386655839495,23.43155766804013,19.50114569415873,45,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,33,0,0.6470588235294118,0.3399366628756411,-0.4119493034852224,1.0355737291889975,0.02457012875405275,0.031124348400169564,0.04550527750693459,1.7239260858764354,1.287078899155442,0.34424462756654806,0.37592985279809915,1.0466703916587183,1.0236246105474789,0.9481519428889168,285.04305733361
14,10014,10014,10014,07025ed,solver_extremeB_s2,1,1,1,success,45,16.564982634907377,22.17768226685439,5.424559302324672,41,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,30,0,0.6666666666666666,0.3112852809435885,-0.24326858952176694,-0.9078484094316943,0.02754302513384412,0.035623999577450195,0.099365254305347,1.212242144150797,1.0465974037064396,0.38374319019783515,0.32543986994862356,1.1409394060990257,1.0769573178493625,0.9235788656686704,281.9708580360208
15,10015,10015,10015,07025ed,solver_extremeB_s2,1,1,1,success,48,7.712249982818368,22.257557027749098,5.215951625868433,42,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,37,0,0.7708333333333334,0.34348887009272816,-0.5571972212629006,-1.7747916155834202,0.02247489586279686,0.03424558385615166,0.10560223207690426,1.4259759269105339,1.3763722659864204,0.3300694760260234,0.1991240259860492,0.998051987073867,1.1057835851726854,1.0152658751144439,285.9916254159484
16,10016,10016,10016,07025ed,solver_extremeB_s2,1,1,1,success,56,15.597566975114278,25.137233559914332,8.410755638363947,51,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,33,0,0.5892857142857143,0.31005544059515366,-0.5091160710866173,-1.636223624079553,0.026813433107630853,0.032000380093274224,0.07625190184928354,1.113741163581887,0.6993645354063976,0.3308459707075278,0.32398371163431827,1.015452283049161,0.8906905013365902,1.058443856072584,283.47814411175193
17,10017,10017,10017,07025ed,solver_extremeB_s2,1,1,1,success,53,18.553975351880354,30.95317474654535,4.55597238407197,47,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,35,0,0.660377358490566,0.35402511206334286,-0.574737706642198,0.7605291968005621,0.023177550004456707,0.032854929524714534,0.06926489904752542,1.9236975123407467,0.8039823693481094,0.32927841505125505,0.3484581714817413,1.0994557172850556,1.0172772207936958,1.0541709351945079,289.29492708997793
18,10018,10018,10018,07025ed,solver_extremeB_s2,1,1,1,success,63,38.44507533515655,27.12476393920786,18.684433404929322,57,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,44,0,0.6984126984126984,0.3397087018310985,-0.554008185382441,-0.7532980209360236,0.027393332092775554,0.03041684811032515,0.08853011837558417,1.889316277182779,1.0043478591829489,0.3564209971175331,0.7286278756146948,0.9349650444455836,0.9497083383226849,1.160959159101941,291.19968319192975
19,10019,10019,10019,07025ed,solver_extremeB_s2,1,1,1,success,55,30.250622586025564,34.62580528767274,6.499215281978898,48,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,41,0,0.7454545454545455,0.36036111939877713,-0.4352821402559025,-1.5971523753125774,0.02259384221375407,0.03922531171724845,0.10952013950161865,1.2045392293751445,0.6908181173265879,0.31140333880465615,0.6006812765840488,1.0165960921309352,0.9488009480341374,1.1760049959933716,286.70970978254866
20,10020,10020,10020,07025ed,solver_extremeB_s2,1,1,1,success,38,2.914547143247541,11.021077558446061,10.402312560890465,32,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,27,0,0.7105263157894737,0.30946285201516965,-0.18364755993850124,-0.7144032057482148,0.02514614291490999,0.0352702959719759,0.06718396489405334,1.3644906730780813,1.1087653999371474,0.311205716745664,0.21607664073671948,1.0466618313566634,0.9881655028931855,1.0725978920648673,278.54000790213354
21,10021,10021,10021,07025ed,solver_extremeB_s2,1,1,1,success,56,25.73317415376401,22.196349357818153,6.16500052109803,50,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,41,0,0.7321428571428571,0.3148229771278489,-0.5731497089069916,2.1076204712324094,0.026314940679016966,0.035152570696008016,0.05970902708025,1.6392320611833846,1.249494876919711,0.34272561190749495,0.5393295638532651,1.131916059524482,0.9828026922823293,1.0400772750042933,286.6122416460156
22,10022,10022,10022,07025ed,solver_extremeB_s2,1,1,1,success,46,27.303511651586835,25.338746464120316,10.572050138847299,37,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,38,0,0.8260869565217391,0.3645512436294981,-0.31668491479604666,1.6088784426208242,0.02663268326111223,0.039466611784956904,0.04596378879866929,0.8526206257605203,0.8952761314200233,0.31817812402401807,0.18588063181259729,1.027666290208993,1.1211453220467698,1.05515157904498,280.3250380107546
23,10023,10023,10023,07025ed,solver_extremeB_s2,0,1,0,object_lost,200,483.3079421578269,246.22737789613018,647.7931963473217,34,0,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,189,0,0.945,0.359351867481782,-0.31835566680988364,1.5890246443382692,0.027084788736376823,0.039748145818413835,0.11791362669197951,1.1095915557566616,1.1763758219211986,0.3723938105250482,0.5531218532869036,0.9299531352653096,1.0174597678088761,1.0379855329490142,-180.10161880576405
24,10024,10024,10024,07025ed,solver_extremeB_s2,0,1,0,timeout,200,364.924228553401,nan,nan,-1,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,184,0,0.92,0.3022029569886851,-0.4085701408541123,0.9456128530434764,0.02745714921210578,0.03206824119678188,0.10688328677582361,1.3813714151742509,1.2146640325477072,0.3039779631446611,0.6474058077029425,1.0689123512433218,1.0083169651461852,1.0557336670493611,18.67305750835828
25,10025,10025,10025,07025ed,solver_extremeB_s2,1,1,1,success,47,34.05429701184231,16.75271118228881,18.102672660469867,37,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,1.0,0,35,0,0.7446808510638298,0.35583430562071827,-0.177842804258862,1.8591025845706213,0.024833219514228615,0.030194246061633893,0.04831214226446216,1.010929376501561,0.8181333274698166,0.3545675603047554,0.3163995784020688,1.066666507261788,0.9553072554261233,1.0936996331701068,278.4826581202947
