episode,seed,git_hash,cell,success_at_default_tol,grasp,lift,termination,steps,place_err_mm,tcp_err_at_release_mm,scatter_mm,release_step,obj_settled,max_step_dist_mm,action_smoothing,control_hz,max_joint_vel,n_substeps,obs_latency_steps,max_episode_steps,solver_timestep,solver_iterations,solver_impratio,solver_solref_scale,collision_steps,safety_clamped,safety_vetoed,clamp_rate,obj_r,obj_th,obj_yaw,obj_half_w,obj_half_h,obj_mass,mu_obj,mu_table,tgt_r,tgt_th,kp_scale_mean,kv_scale_mean,frictionloss_scale_mean,reward
37,20037,35ace65,v2_solver_solref0.5,0,0,0,timeout,200,288.5427724967735,nan,nan,-1,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,0.5,0,192,0,0.96,0.3895127371377926,-0.5578958320736802,1.7067359158343542,0.026356370066843125,0.03671170688417379,0.03364592691411494,1.450140212704171,1.3056436027466507,0.31220307472885744,0.17862711711305848,1.0585373445424175,1.0546861735293456,0.975394661758707,-10.607922656225432
38,20038,35ace65,v2_solver_solref0.5,1,1,1,success,72,24.097272256448672,22.65039391375185,11.846727418174096,64,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,0.5,0,56,0,0.7777777777777778,0.3744468399758505,-0.6645184865263982,0.6118055959300444,0.021166695768693396,0.03796114836917449,0.08067217592893589,0.9674128423520448,0.6903800696031057,0.38875715545891854,0.5310314458275623,1.1290226539597203,0.9529221997230716,1.1168265462462812,294.6599295393916
39,20039,35ace65,v2_solver_solref0.5,1,1,1,success,53,13.526681206792723,17.808634506489415,1.2657299009551723,45,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,0.5,0,43,0,0.8113207547169812,0.3765295086684626,-0.4361071682733664,0.8074845692611561,0.023799227150208428,0.030211122970982343,0.08523750292313623,1.1008442882199532,1.366842054898276,0.3537928410047578,0.31358251875634907,1.0033014248742418,1.0235499340310983,0.8831305721283177,284.1027895336116
40,20040,35ace65,v2_solver_solref0.5,1,1,1,success,55,19.746720727993093,8.167308323189213,2.3568320548457096,52,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,0.5,0,41,0,0.7454545454545455,0.37750231411763313,-0.4604026429173097,-2.8436699709934135,0.02276303339559274,0.036318598669040816,0.03508720463746052,1.0805441551519888,0.9453491977845994,0.36797332041401615,0.31654853927452936,1.0027311796604854,1.0406355895979824,1.0334382372820026,285.33950437338115
41,20041,35ace65,v2_solver_solref0.5,0,1,0,timeout,200,415.9526478107352,nan,nan,-1,0,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,0.5,0,192,0,0.96,0.38090368994033075,-0.24401072896657744,-1.9573619345711624,0.02700319878796693,0.03815143237415758,0.09860562099832604,1.2791333937562703,0.6302489377213076,0.3543642320193032,0.6318771009779807,1.0904495990487764,1.0716721458827771,1.1532178924260195,-12.091260130659311
42,20042,35ace65,v2_solver_solref0.5,1,1,1,success,62,10.916495573252213,24.220362861290553,3.663510015618679,55,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,0.5,0,36,0,0.5806451612903226,0.36890730352164053,-0.5916827160959064,0.3815487617883737,0.025090316191108044,0.03408473933710075,0.03541273694821948,1.151027059474191,0.8443825066856736,0.37394307485100586,0.40299788031092115,0.9889181083008999,1.0425262547756133,1.1769456432883392,290.75567506146035
43,20043,35ace65,v2_solver_solref0.5,1,1,1,success,49,12.563648365230492,16.13503097994056,10.645629406250663,43,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,0.5,0,40,0,0.8163265306122449,0.3519144504619053,-0.48927974388137435,-2.144422050264558,0.024131000740716838,0.036443266908339836,0.07600755762316824,1.7132007262141562,1.3228578297241669,0.3381045782016198,0.30865507585867097,0.949801418989513,1.1104488039316767,0.8663255253996373,282.9018682827453
44,20044,35ace65,v2_solver_solref0.5,1,1,1,success,61,27.643152789512897,15.561466984996182,7.306117554850981,55,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,0.5,0,45,0,0.7377049180327869,0.3509950838793419,-0.6007987279582432,2.2694539354122165,0.026732227128723703,0.033451922887470675,0.0535852352792827,1.001839827105824,1.2051605066275566,0.3746204257509961,0.37073224787664266,0.9884891061427188,1.0346076250624858,1.0992166251424802,290.25199665127616
45,20045,35ace65,v2_solver_solref0.5,1,1,1,success,60,15.485085481169074,14.742112257310492,3.941962075206382,56,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,0.5,0,51,0,0.85,0.31075737392330993,-0.6162277878792971,2.65121181274547,0.023618405357057178,0.03548293802799441,0.07552179111003769,1.135629429996031,1.3751359737361397,0.32251799461257846,0.5707343219001116,1.040187176079419,0.9147706930444516,1.1172092075204048,286.6477118932793
46,20046,35ace65,v2_solver_solref0.5,0,0,0,object_lost,143,244.87791215513457,nan,nan,-1,0,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,0.5,0,133,0,0.9300699300699301,0.31987405760303045,-0.6025895064830252,1.4178885421272502,0.02170408161725419,0.032894530183652675,0.03647881357195059,1.5254691141858199,1.3097276765257475,0.3584885324011349,0.468340580510206,0.9972456109458897,0.9911924309812099,0.957899224726231,-198.0375356933884
47,20047,35ace65,v2_solver_solref0.5,1,1,1,success,68,29.559878746520827,22.23351218491017,9.656514935438524,62,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,0.5,0,51,0,0.75,0.3365420146580196,-0.6721277918760001,-1.5001895470929454,0.02333490775297096,0.03174993943516102,0.0796325907883478,0.9627927418361191,0.9639831816244278,0.3586633646836098,0.674573595429091,1.013523032656823,1.0363477105860004,0.9180765416138325,291.27759366952813
48,20048,35ace65,v2_solver_solref0.5,1,1,0,success,51,12.099930557990442,nan,nan,-1,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,0.5,0,37,0,0.7254901960784313,0.3394601179236369,-0.2447511685322813,2.828748176222918,0.02526236774269189,0.0380646279674167,0.10906653308841141,1.148243629680598,0.7557933294449272,0.32303897119992125,0.36753287069918994,0.925952385114128,1.0233773899407017,1.1091210328817604,254.60573813469088
49,20049,35ace65,v2_solver_solref0.5,1,1,1,success,52,20.602972180247697,18.34126592989885,14.12584670726865,44,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,0.5,0,44,0,0.8461538461538461,0.3100326729310319,-0.4105190684956681,-1.5507260919810633,0.02099149474768761,0.03535249170649118,0.1058474807086301,1.0368465677829146,1.103582919481429,0.377516988507217,0.17930728838237203,1.0170832124444187,1.0443848323285159,0.9822644210847451,280.12958527524546
50,20050,35ace65,v2_solver_solref0.5,1,1,1,success,62,12.13517038244463,6.348559231634242,0.09933121064731905,59,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,0.5,0,47,0,0.7580645161290323,0.3650508201006661,-0.6550375087739327,-0.752919142349747,0.024239164927024156,0.03505246630492512,0.11234444999842752,1.2563852482703923,0.9684551454279746,0.3416250954105796,0.2788358432904111,0.946577528194643,0.9314013211359887,0.9985535703711166,292.3026056357575
51,20051,35ace65,v2_solver_solref0.5,1,1,1,success,70,19.58756621694649,21.622773537015462,2.5431616266598986,63,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,0.5,0,52,0,0.7428571428571429,0.30909342936772677,-0.7192128394587071,-0.112109739721308,0.02537875388454335,0.03150559706435234,0.053783078348016634,1.6825777759950533,1.121840306088449,0.38441775946766693,0.5945460862787961,1.0433043383756728,1.0554493196060784,0.8358100140462063,291.3124866715417
52,20052,35ace65,v2_solver_solref0.5,1,1,1,success,57,17.38200224527565,18.608350536950017,9.058548303024805,50,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,0.5,0,39,0,0.6842105263157895,0.3751540954182259,-0.2643266663122,1.62606906662148,0.022212420142160547,0.03255238078656033,0.10513360184898302,1.1424182551082218,0.8051367847611001,0.3230058696273643,0.6322799117404482,1.03504211024396,0.8998308823601052,0.9908403594084579,285.31355092296747
53,20053,35ace65,v2_solver_solref0.5,1,1,1,success,67,26.322636777627263,28.51417126906752,4.291118704644183,61,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,0.5,0,50,0,0.746268656716418,0.37947704834772894,-0.7030261807265388,0.5410817159260017,0.023437260015093154,0.033264681850449423,0.11962584480725305,1.5017002082479924,1.3580369822848324,0.3546587338591987,0.536801634299794,1.0755664022414153,1.097660609427139,1.0705069319798848,292.9686886039571
54,20054,35ace65,v2_solver_solref0.5,1,1,1,success,74,15.913091937593947,12.603869116374682,11.510839315344466,67,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,0.5,0,58,0,0.7837837837837838,0.38555762520947906,-0.5236386574199066,1.3146326134553457,0.02328441933686377,0.03630559450921647,0.05765410928544475,0.8624397397853535,1.210192187743218,0.356516793143366,0.674979880742656,1.0491374577752002,1.0430468518989704,1.113495674642329,289.21496815273065
55,20055,35ace65,v2_solver_solref0.5,1,1,1,success,69,21.053003136541424,10.759793253007974,9.802256761923328,51,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,0.5,0,55,0,0.7971014492753623,0.3259019120518869,-0.6759994169605895,0.12044566689216518,0.024237855667898583,0.0385565699849774,0.11670533099298179,1.3758971255346113,1.3321503182035834,0.34055349936088986,0.2094923954408796,0.9867508987048845,1.0637062453703505,1.021941747002455,283.05074561746835
56,20056,35ace65,v2_solver_solref0.5,1,1,1,success,62,15.370051228980406,12.306997508863335,2.7549935432232147,57,1,30.0,0.45,20.0,1.0,25,1,200,0.002,100,10.0,0.5,0,53,0,0.8548387096774194,0.33771306357272196,-0.4150849293172625,-1.370376743322871,0.022101640473669925,0.03071066434957879,0.037739207006467886,1.3194799406781552,0.6945571265270343,0.37790807301109824,0.589843214733593,0.9845597074856959,1.0538687861704252,0.9207998639071122,287.9162101068776
