episode,seed,dr_seed,noise_seed,git_hash,cell,success_at_default_tol,grasp,lift,termination,steps,place_err_mm,tcp_err_at_release_mm,scatter_mm,release_step,obj_settled,max_step_dist_mm,action_smoothing,control_hz,max_joint_vel,n_substeps,obs_latency_steps,max_episode_steps,solver_timestep,solver_iterations,solver_impratio,solver_solref_scale,collision_steps,safety_clamped,safety_vetoed,clamp_rate,obj_r,obj_th,obj_yaw,obj_half_w,obj_half_h,obj_mass,mu_obj,mu_table,tgt_r,tgt_th,kp_scale_mean,kv_scale_mean,frictionloss_scale_mean,reward
41,20041,20041,20041,35ace65,v2_solver_iter20,1,1,1,success,60,7.561695121704488,36.07260517751968,16.3401242439592,50,1,30.0,0.45,20.0,1.0,25,1,200,0.002,20,10.0,1.0,0,50,0,0.8333333333333334,0.3809036899403307,-0.2440107289665774,-1.9573619345711624,0.0270031987879669,0.0381514323741575,0.098605620998326,1.2791333937562703,0.6302489377213076,0.3543642320193032,0.6318771009779807,1.0904495990487764,1.0716721458827771,1.1532178924260197,284.3153568680307
42,20042,20042,20042,35ace65,v2_solver_iter20,1,1,1,success,61,10.54729835324556,22.537881457159237,4.056149624076394,55,1,30.0,0.45,20.0,1.0,25,1,200,0.002,20,10.0,1.0,0,29,0,0.4754098360655737,0.3689073035216405,-0.5916827160959064,0.3815487617883737,0.025090316191108,0.0340847393371007,0.0354127369482194,1.151027059474191,0.8443825066856736,0.3739430748510058,0.4029978803109211,0.9889181083009,1.0425262547756131,1.1769456432883392,290.087501682589
43,20043,20043,20043,35ace65,v2_solver_iter20,1,1,1,success,50,9.952872448379235,13.768522736986734,8.973146832060634,44,1,30.0,0.45,20.0,1.0,25,1,200,0.002,20,10.0,1.0,0,41,0,0.82,0.3519144504619053,-0.4892797438813743,-2.144422050264558,0.0241310007407168,0.0364432669083398,0.0760075576231682,1.7132007262141562,1.3228578297241669,0.3381045782016198,0.3086550758586709,0.949801418989513,1.1104488039316769,0.8663255253996373,282.32912343101896
44,20044,20044,20044,35ace65,v2_solver_iter20,1,1,1,success,62,12.812013306097391,16.12380992771505,6.313863026667522,56,1,30.0,0.45,20.0,1.0,25,1,200,0.002,20,10.0,1.0,0,47,0,0.7580645161290323,0.3509950838793419,-0.6007987279582432,2.2694539354122165,0.0267322271287237,0.0334519228874706,0.0535852352792827,1.001839827105824,1.2051605066275566,0.3746204257509961,0.3707322478766426,0.9884891061427188,1.0346076250624858,1.0992166251424802,288.62102394785063
45,20045,20045,20045,35ace65,v2_solver_iter20,1,1,1,success,60,19.10669174395188,17.426509307817827,4.484724088447278,56,1,30.0,0.45,20.0,1.0,25,1,200,0.002,20,10.0,1.0,0,45,0,0.75,0.3107573739233099,-0.6162277878792971,2.65121181274547,0.0236184053570571,0.0354829380279944,0.0755217911100376,1.135629429996031,1.3751359737361395,0.3225179946125784,0.5707343219001116,1.040187176079419,0.9147706930444516,1.1172092075204048,287.0159612644868
46,20046,20046,20046,35ace65,v2_solver_iter20,1,1,1,success,60,21.95709386973287,21.21281515380469,2.656989710883334,54,1,30.0,0.45,20.0,1.0,25,1,200,0.002,20,10.0,1.0,0,43,0,0.7166666666666667,0.3198740576030304,-0.6025895064830252,1.4178885421272502,0.0217040816172541,0.0328945301836526,0.0364788135719505,1.52546911418582,1.3097276765257475,0.3584885324011349,0.468340580510206,0.9972456109458896,0.99119243098121,0.957899224726231,287.66352410387856
47,20047,20047,20047,35ace65,v2_solver_iter20,1,1,1,success,68,29.50078915309548,37.07611321053729,0.1696008599232283,65,1,30.0,0.45,20.0,1.0,25,1,200,0.002,20,10.0,1.0,0,51,0,0.75,0.3365420146580196,-0.6721277918760001,-1.5001895470929454,0.0233349077529709,0.031749939435161,0.0796325907883478,0.9627927418361192,0.9639831816244278,0.3586633646836098,0.674573595429091,1.013523032656823,1.0363477105860004,0.9180765416138325,292.9085794721723
48,20048,20048,20048,35ace65,v2_solver_iter20,1,1,1,success,67,14.567253444384663,5.465769703483561,14.319331176553437,44,1,30.0,0.45,20.0,1.0,25,1,200,0.002,20,10.0,1.0,0,52,0,0.7761194029850746,0.3394601179236369,-0.2447511685322813,2.828748176222918,0.0252623677426918,0.0380646279674167,0.1090665330884114,1.148243629680598,0.7557933294449272,0.3230389711999212,0.3675328706991899,0.925952385114128,1.0233773899407017,1.1091210328817604,282.8893695064993
49,20049,20049,20049,35ace65,v2_solver_iter20,1,1,1,success,49,8.296751176333762,12.277596506900196,16.284949597317052,44,1,30.0,0.45,20.0,1.0,25,1,200,0.002,20,10.0,1.0,0,36,0,0.7346938775510204,0.3100326729310319,-0.4105190684956681,-1.5507260919810633,0.0209914947476876,0.0353524917064911,0.1058474807086301,1.0368465677829146,1.103582919481429,0.377516988507217,0.179307288382372,1.017083212444419,1.044384832328516,0.9822644210847452,283.4145031159482
50,20050,20050,20050,35ace65,v2_solver_iter20,1,1,1,success,62,13.177941974028371,11.510967033941697,0.2944023009005326,59,1,30.0,0.45,20.0,1.0,25,1,200,0.002,20,10.0,1.0,0,42,0,0.6774193548387096,0.3650508201006661,-0.6550375087739327,-0.752919142349747,0.0242391649270241,0.0350524663049251,0.1123444499984275,1.2563852482703923,0.9684551454279746,0.3416250954105796,0.2788358432904111,0.946577528194643,0.9314013211359888,0.9985535703711166,290.77185716690866
51,20051,20051,20051,35ace65,v2_solver_iter20,1,1,1,success,69,19.4726749680186,21.55259220520904,2.11962764949971,63,1,30.0,0.45,20.0,1.0,25,1,200,0.002,20,10.0,1.0,0,49,0,0.7101449275362319,0.3090934293677267,-0.7192128394587071,-0.112109739721308,0.0253787538845433,0.0315055970643523,0.0537830783480166,1.682577775995053,1.121840306088449,0.3844177594676669,0.5945460862787961,1.0433043383756728,1.0554493196060784,0.8358100140462063,291.8077877934538
52,20052,20052,20052,35ace65,v2_solver_iter20,1,1,1,success,56,12.62119911929403,16.80200048952457,8.591310910186303,50,1,30.0,0.45,20.0,1.0,25,1,200,0.002,20,10.0,1.0,0,33,0,0.5892857142857143,0.3751540954182259,-0.2643266663122,1.62606906662148,0.0222124201421605,0.0325523807865603,0.105133601848983,1.1424182551082218,0.8051367847611001,0.3230058696273643,0.6322799117404482,1.03504211024396,0.8998308823601052,0.990840359408458,285.80079750591665
53,20053,20053,20053,35ace65,v2_solver_iter20,1,1,1,success,69,25.52400192154728,30.71178825121666,1.4023228086495731,61,1,30.0,0.45,20.0,1.0,25,1,200,0.002,20,10.0,1.0,0,51,0,0.7391304347826086,0.3794770483477289,-0.7030261807265388,0.5410817159260017,0.0234372600150931,0.0332646818504494,0.119625844807253,1.5017002082479924,1.3580369822848324,0.3546587338591987,0.536801634299794,1.0755664022414153,1.097660609427139,1.0705069319798848,292.83175872695085
54,20054,20054,20054,35ace65,v2_solver_iter20,1,1,1,success,74,11.795496640214225,11.028859944007069,2.440124672683025,67,1,30.0,0.45,20.0,1.0,25,1,200,0.002,20,10.0,1.0,0,58,0,0.7837837837837838,0.385557625209479,-0.5236386574199066,1.3146326134553457,0.0232844193368637,0.0363055945092164,0.0576541092854447,0.8624397397853535,1.210192187743218,0.356516793143366,0.674979880742656,1.0491374577752002,1.0430468518989704,1.113495674642329,288.5119632826422
55,20055,20055,20055,35ace65,v2_solver_iter20,1,1,1,success,60,19.40040069817461,6.288666648327296,5.494612263691288,51,1,30.0,0.45,20.0,1.0,25,1,200,0.002,20,10.0,1.0,0,39,0,0.65,0.3259019120518869,-0.6759994169605895,0.1204456668921651,0.0242378556678985,0.0385565699849774,0.1167053309929817,1.3758971255346113,1.3321503182035834,0.3405534993608898,0.2094923954408796,0.9867508987048844,1.0637062453703503,1.021941747002455,285.322683356555
