#{"t_start": 1785575339.3008912, "env_id": "None"}
r,l,t,is_success
274.207255,69,16.460695,True
257.917226,20,20.374558,True
240.520996,50,30.240552,True
283.569246,60,41.74582,True
282.001469,50,51.52361,True
277.639905,37,58.809835,True
259.272801,14,61.612651,True
274.384038,39,69.390824,True
285.567036,65,82.468045,True
251.575984,42,90.684308,True
286.008348,58,102.033086,True
286.74199,80,117.545222,True
-12.732259,200,156.742218,False
267.506562,57,167.727661,True
283.025567,52,177.84796,True
283.007667,67,191.04132,True
279.027525,47,200.494696,True
282.349758,56,212.01813,True
275.996309,41,220.215016,True
264.594937,47,229.616694,True
11.838374,200,270.04317,False
55.836545,200,309.694506,False
276.709687,40,317.546713,True
251.933409,170,373.742762,True
278.77281,44,382.492668,True
276.303518,61,395.07242,True
272.537284,67,408.184889,True
282.398088,73,422.389597,True
274.113977,37,429.689458,True
275.435966,58,441.197896,True
287.900031,58,453.062561,True
271.986036,32,459.471539,True
274.912988,31,465.580636,True
274.101136,41,473.592716,True
272.163252,30,479.490427,True
9.685244,200,519.300738,False
262.424818,53,529.673598,True
262.062963,14,532.454644,True
274.558855,36,539.738396,True
247.06955,94,558.05107,True
288.214698,64,570.402154,True
276.282015,37,577.615038,True
277.264386,36,584.667928,True
64.820153,120,608.286216,False
264.420416,99,627.665663,True
269.147724,26,632.728326,True
15.637887,200,671.686506,False
269.023504,26,676.744065,True
258.608642,16,679.866792,True
269.64136,27,706.906851,True
280.113363,40,714.663301,True
283.461184,53,724.856676,True
284.32166,80,740.485986,True
273.330953,35,747.345545,True
272.993619,68,760.70466,True
261.095482,13,763.317292,True
267.562007,36,770.66786,True
-13.725765,200,809.796654,False
278.743856,35,816.607088,True
264.492671,15,819.546801,True
259.138204,17,822.856808,True
287.069271,64,835.530763,True
283.058816,58,847.159575,True
279.040672,43,855.712165,True
274.310256,42,864.154303,True
272.81303,41,872.28463,True
285.164758,78,887.434528,True
262.689363,17,890.738438,True
270.40508,55,901.529337,True
273.288631,41,909.700064,True
281.679716,54,920.467112,True
288.515295,60,932.27657,True
258.779966,19,936.158641,True
282.596123,46,945.167407,True
260.457269,29,951.055022,True
287.116253,71,964.940135,True
278.795485,52,975.196287,True
288.204617,60,986.971523,True
275.400971,36,993.981897,True
48.553712,200,1061.254872,False
268.371905,27,1066.507442,True
276.152673,40,1074.323953,True
-9.38683,200,1113.41962,False
258.858772,16,1116.595611,True
-42.736839,23,1121.12011,False
260.846979,12,1123.417294,True
271.98148,25,1128.229505,True
268.486245,43,1136.574526,True
230.365153,25,1141.415471,True
278.190789,40,1149.136369,True
267.251951,29,1154.766094,True
-45.884403,200,1194.498671,False
287.029125,58,1206.010348,True
272.633939,41,1214.247176,True
-7.059134,200,1253.77417,False
260.261579,41,1261.802601,True
273.979591,28,1267.203385,True
260.239195,12,1269.52958,True
262.208833,14,1272.254688,True
275.977845,35,1279.130956,True
292.052961,59,1290.641507,True
259.69054,20,1294.625239,True
277.658654,57,1305.989275,True
264.721163,190,1342.822048,True
276.818811,43,1351.151251,True
271.993137,69,1364.655134,True
262.828975,24,1369.351676,True
265.633299,47,1378.605558,True
282.239508,112,1422.351016,True
268.980054,89,1439.700317,True
273.264927,80,1455.591482,True
277.980772,33,1462.256328,True
283.964946,62,1474.373482,True
263.02519,35,1481.365532,True
282.388555,48,1490.838066,True
277.658527,57,1501.830744,True
284.279986,52,1512.101771,True
283.832968,51,1522.215088,True
275.671563,35,1529.173045,True
287.711499,69,1542.617753,True
-22.959577,200,1581.361796,False
260.444074,18,1584.822419,True
289.724012,77,1599.551881,True
282.569422,63,1612.074276,True
285.657249,72,1626.43587,True
273.679956,32,1632.697078,True
-49.334225,24,1637.547915,False
273.869716,27,1643.380727,True
-12.177919,200,1682.388583,False
279.36872,42,1690.482605,True
285.671418,61,1702.323105,True
274.644957,38,1709.691472,True
282.793471,59,1721.196655,True
279.353522,46,1730.319326,True
281.843558,86,1768.522988,True
285.804009,59,1779.921879,True
269.276458,51,1789.73389,True
270.183827,28,1795.124524,True
278.090276,96,1813.603678,True
281.43262,47,1822.63405,True
276.583336,42,1830.729632,True
273.877729,36,1837.687857,True
39.065895,200,1876.356956,False
261.203095,35,1883.258727,True
270.227407,40,1891.113719,True
275.37743,38,1898.61043,True
265.655074,55,1909.49013,True
282.848,51,1919.621118,True
286.243403,62,1933.602679,True
280.654501,55,1944.320786,True
259.79957,18,1947.853127,True
284.825474,114,1970.368673,True
270.507076,28,1975.893067,True
-150.02583,99,1995.425392,False
275.317401,45,2004.645491,True
269.725361,29,2010.163461,True
289.163098,67,2023.352458,True
276.509476,157,2053.55472,True
-41.265513,32,2059.831819,False
281.349353,52,2070.024727,True
286.154139,56,2082.400667,True
270.526706,35,2117.437977,True
285.70105,61,2129.264226,True
