#{"t_start": 1785575339.6285255, "env_id": "None"}
r,l,t,is_success
279.064459,69,16.130061,True
287.568767,66,29.149506,True
289.563565,80,44.5147,True
264.148239,38,52.00682,True
275.955111,48,61.491764,True
268.752091,60,73.440638,True
267.697113,43,82.139408,True
260.108035,35,88.993497,True
283.705518,62,101.113488,True
252.448954,52,111.195728,True
285.032993,58,122.395064,True
39.026407,86,139.237607,False
290.877997,70,153.102324,True
277.179485,47,162.214686,True
269.158931,48,171.586798,True
262.538555,34,178.123132,True
287.564598,89,195.881687,True
276.818548,46,205.09818,True
274.581425,58,216.922874,True
260.39644,16,220.088497,True
275.690403,32,226.453716,True
278.134342,48,236.081923,True
294.995671,74,251.02713,True
273.610472,37,258.682228,True
272.153342,54,269.523858,True
11.741233,120,293.144437,False
270.913504,65,306.230469,True
283.231535,75,321.036535,True
278.779423,36,328.147247,True
258.857734,18,331.736077,True
276.933214,31,360.07862,True
288.407991,58,371.798532,True
280.321551,39,379.596645,True
270.012487,52,390.251617,True
278.249336,42,398.625847,True
276.240062,43,406.987792,True
260.165761,62,419.166163,True
267.975799,56,430.145337,True
28.095436,200,470.126248,False
276.29272,44,478.76455,True
268.369362,52,489.145092,True
-40.159096,31,495.261774,False
272.662305,31,501.414463,True
14.376727,200,541.205733,False
280.579697,42,549.42009,True
273.704717,38,556.783686,True
14.68001,120,580.028147,False
286.743322,60,591.760996,True
264.150127,42,600.012777,True
285.472,63,612.510982,True
280.398154,53,622.857872,True
-16.38605,200,661.83957,False
257.502315,36,668.832166,True
286.050744,60,680.500005,True
274.501469,29,707.953368,True
291.173836,63,720.099252,True
288.033817,61,731.880392,True
267.624561,22,736.244793,True
276.913533,40,744.075633,True
282.099808,50,753.901833,True
279.402217,54,764.666769,True
-42.887782,200,803.941813,False
272.095506,27,809.274869,True
283.625825,71,823.119505,True
283.784869,57,834.41449,True
-207.060732,152,864.886282,False
277.752824,37,872.149796,True
288.006414,66,884.955587,True
279.215395,45,893.702894,True
-178.951441,165,926.460173,False
16.276359,200,965.97656,False
60.103379,200,1005.19564,False
280.796839,48,1014.51215,True
285.763852,70,1028.213878,True
281.28842,40,1064.193992,True
257.920182,30,1070.087398,True
273.642996,38,1077.500787,True
17.795922,200,1116.661956,False
279.327982,36,1123.677657,True
283.45449,53,1133.885596,True
-13.430106,200,1172.915251,False
277.669926,117,1196.3563,True
260.318734,25,1201.325524,True
279.204395,65,1214.320592,True
281.815996,52,1224.741485,True
286.723495,66,1237.804231,True
4.770546,200,1276.825912,False
280.896764,48,1286.257181,True
-15.884877,200,1325.329422,False
288.202359,85,1341.920732,True
284.164305,60,1353.501176,True
277.753335,46,1362.597311,True
284.422025,55,1373.37353,True
258.24419,29,1379.055889,True
279.429934,41,1387.109903,True
268.767898,58,1420.262444,True
283.040696,56,1431.105652,True
