#{"t_start": 1785575340.6928751, "env_id": "None"}
r,l,t,is_success
272.041944,37,8.899551,True
274.901325,55,19.586731,True
268.858281,27,24.997682,True
273.629663,57,35.963441,True
277.347087,75,50.549667,True
273.200858,47,59.817514,True
274.73247,40,67.799242,True
280.805794,54,78.691616,True
270.044921,27,84.06212,True
-15.65464,120,107.423558,False
277.790389,71,121.129713,True
-17.836795,200,160.37181,False
273.16275,32,166.525155,True
273.255813,32,172.824639,True
265.309197,58,184.056051,True
281.444357,54,195.018033,True
284.963553,58,206.786366,True
-130.77715,131,233.021637,False
287.188644,62,245.415885,True
256.725844,26,250.790426,True
285.57967,56,262.298101,True
8.116926,200,301.861307,False
267.676253,55,312.893653,True
270.317006,25,317.776639,True
279.03759,34,324.509877,True
274.199766,28,330.07205,True
264.57252,32,358.625171,True
271.040401,63,371.3725,True
259.592986,20,375.320293,True
284.966797,61,387.80886,True
277.289554,71,401.792396,True
287.201509,55,412.632742,True
273.251876,24,417.275775,True
287.049843,60,429.079988,True
281.100093,53,439.594251,True
280.390743,40,447.823937,True
286.776384,61,460.141237,True
279.533607,40,467.876056,True
275.625577,65,480.720481,True
-16.419292,200,520.447451,False
274.777142,110,542.319358,True
244.234351,57,553.425612,True
259.329148,19,557.038463,True
273.750431,43,565.326667,True
285.301976,54,575.835464,True
-10.663863,200,615.166964,False
-163.651366,123,639.13465,False
273.167489,32,645.404787,True
13.772329,200,706.107577,False
285.827675,59,717.491164,True
280.692284,52,727.499653,True
278.657909,44,736.174444,True
-177.796741,92,754.201946,False
31.861515,200,793.711239,False
261.960533,13,796.258421,True
261.488116,15,799.166631,True
283.719973,81,815.020532,True
282.967503,55,825.772367,True
278.446287,53,836.322325,True
-24.587025,200,876.142921,False
16.114338,120,899.51097,False
278.584296,59,911.390872,True
272.543992,32,917.645158,True
263.121537,18,921.254644,True
271.281933,35,928.193776,True
-40.580663,23,932.730948,False
273.58154,35,939.665786,True
272.967362,33,946.206211,True
-204.152158,122,970.238575,False
272.059883,39,977.940762,True
275.535663,43,986.362581,True
283.898002,51,996.258518,True
281.516818,53,1006.710337,True
272.642096,46,1015.551757,True
-38.652186,29,1021.229552,False
258.453033,26,1026.359228,True
272.732323,58,1065.886455,True
277.307525,40,1073.713885,True
260.813311,13,1076.237427,True
278.43682,53,1086.619519,True
271.87656,139,1113.805465,True
282.834012,62,1125.868831,True
258.83142,15,1128.769078,True
261.275413,12,1131.090298,True
272.944232,29,1136.741543,True
291.650004,76,1151.446504,True
-48.958062,71,1165.338573,False
6.972941,200,1205.226798,False
274.805882,51,1215.461711,True
261.130155,16,1218.699108,True
278.213086,39,1226.449792,True
275.411744,29,1232.230319,True
278.170321,38,1239.678668,True
278.263763,48,1249.049533,True
287.437332,62,1261.207705,True
-15.860994,42,1269.305475,False
274.010101,36,1276.343059,True
274.776073,38,1283.79774,True
269.47335,27,1289.055012,True
283.022814,81,1305.18915,True
271.931188,29,1310.773982,True
280.820804,46,1319.605485,True
278.966905,37,1326.788772,True
279.023505,38,1334.301684,True
278.018097,42,1342.390754,True
-42.109595,36,1349.37795,False
292.859793,68,1362.687007,True
267.990328,95,1381.320555,True
276.955725,37,1410.434134,True
291.46838,69,1423.830019,True
60.633826,200,1463.39905,False
269.468634,50,1473.179499,True
285.791122,64,1486.011378,True
283.57408,78,1501.035789,True
273.222945,46,1510.107414,True
272.444084,35,1516.953047,True
279.926145,47,1526.387772,True
284.022729,55,1537.160959,True
282.723313,101,1556.669474,True
287.095435,66,1569.52277,True
265.122193,39,1577.05706,True
274.958893,39,1584.563968,True
265.757199,68,1597.581975,True
288.836127,65,1610.453244,True
-15.080285,200,1650.755175,False
275.425708,35,1657.562896,True
269.708064,50,1667.227882,True
270.686247,29,1672.832199,True
273.18658,28,1678.241347,True
280.09295,39,1685.817251,True
282.753963,62,1697.835414,True
268.41431,56,1708.689679,True
284.153899,56,1719.607118,True
-10.38958,200,1780.073556,False
276.084757,45,1788.734276,True
273.167399,28,1794.121683,True
260.885272,12,1796.439256,True
276.130077,40,1804.124573,True
11.784004,200,1842.752225,False
274.354665,31,1848.735363,True
282.394061,47,1857.87897,True
258.673924,183,1893.457309,True
274.190224,30,1899.426217,True
277.228384,35,1906.333341,True
280.085326,64,1919.019271,True
257.118221,55,1931.616827,True
260.68813,17,1934.96141,True
288.969856,67,1948.028954,True
280.139579,66,1961.08814,True
280.799313,58,1972.534491,True
286.156467,72,1986.690331,True
-15.83318,200,2026.175353,False
281.953156,54,2036.529413,True
285.018552,79,2051.774141,True
282.137716,42,2060.001222,True
280.265786,43,2068.436864,True
272.411659,24,2074.469373,True
287.232119,69,2116.245592,True
273.97917,35,2123.074047,True
283.267028,64,2135.293584,True
274.563765,30,2141.091048,True
-9.184316,200,2179.809377,False
279.735027,37,2186.949223,True
287.017863,69,2200.446168,True
291.173893,64,2213.203277,True
261.235924,16,2216.568863,True
8.606922,200,2256.368049,False
270.995385,30,2262.563784,True
285.550873,64,2275.604871,True
284.748243,62,2288.444303,True
275.577248,42,2297.095129,True
286.77323,58,2309.200694,True
277.58978,44,2317.737895,True
274.249203,39,2325.466969,True
273.555609,46,2334.562062,True
289.249113,68,2347.805857,True
282.159946,51,2358.054614,True
276.10868,38,2365.675103,True
278.743809,37,2373.342885,True
285.809374,67,2386.512116,True
278.303881,66,2399.129368,True
277.897016,47,2408.31095,True
282.131771,68,2421.764803,True
278.714044,46,2430.658967,True
278.045268,34,2437.25212,True
271.889243,29,2462.885643,True
