#{"t_start": 1785575337.9204502, "env_id": "None"}
r,l,t,is_success
14.042441,200,43.319742,False
286.96283,66,56.2697,True
-46.105605,120,80.250118,False
291.707626,60,92.06575,True
273.677541,40,99.864278,True
273.089791,36,106.925646,True
278.104072,57,117.941566,True
260.131241,17,121.222621,True
270.619969,69,134.65644,True
260.11807,15,137.588089,True
278.97889,45,146.640456,True
284.113565,56,157.529474,True
288.837297,62,169.497496,True
286.319896,63,181.761708,True
267.296821,62,194.169422,True
282.749112,52,204.515328,True
35.502693,120,228.769976,False
286.500798,63,241.405484,True
271.964105,28,246.971935,True
260.361985,23,251.707798,True
285.575997,64,264.863785,True
48.539717,120,288.685609,False
263.64121,16,291.770789,True
55.981926,120,315.665078,False
290.022419,72,329.853777,True
274.514379,27,357.490248,True
39.997785,120,381.497961,False
288.293613,62,394.232354,True
273.194754,32,400.542706,True
288.552577,81,416.376278,True
284.078502,54,426.897006,True
261.983073,23,431.444952,True
265.659078,39,439.134887,True
272.963374,37,446.693925,True
-204.315171,107,468.130841,False
268.596835,21,472.231657,True
282.065784,54,482.891688,True
-15.038316,200,522.625939,False
287.365237,67,535.887392,True
274.047845,23,540.5058,True
274.510877,51,550.534712,True
257.95777,21,554.636476,True
-7.133231,120,577.820536,False
266.025653,44,586.438971,True
271.104154,59,598.053632,True
268.470717,24,602.692736,True
-6.369746,200,641.906073,False
275.727614,40,649.727023,True
272.576225,31,655.792461,True
286.452665,57,666.820404,True
271.087984,33,673.268314,True
-13.51087,200,733.792485,False
280.780748,44,742.460608,True
281.975571,51,752.422777,True
259.601698,16,755.610472,True
-44.851315,46,764.696733,False
249.515012,91,782.832893,True
259.511789,16,785.962598,True
304.265542,51,795.888046,True
272.842835,43,804.287974,True
-18.064091,26,809.356431,False
279.229445,66,822.299865,True
272.577028,26,827.359512,True
273.799169,36,834.516757,True
262.902472,33,841.105202,True
273.766415,34,847.944735,True
-156.957367,84,864.707372,False
284.313174,73,879.111952,True
-40.884476,15,882.0461,False
278.270663,39,889.603555,True
284.16852,50,899.288238,True
271.472805,55,910.263873,True
260.869822,11,912.508295,True
279.066716,36,919.630186,True
17.020481,200,959.249668,False
-40.848791,35,966.12144,False
-16.824758,200,1005.320727,False
276.517995,89,1022.60397,True
280.813041,50,1032.508336,True
283.060967,61,1072.580233,True
275.431861,28,1078.034019,True
270.726377,27,1083.321124,True
260.739026,28,1088.813909,True
-177.405365,176,1123.270568,False
277.084251,36,1130.195202,True
276.962563,45,1138.939245,True
287.307193,72,1152.865865,True
263.190402,26,1157.87118,True
-40.448952,28,1163.390741,False
286.145193,62,1175.60925,True
287.75601,64,1188.461732,True
2.584925,200,1228.412441,False
261.154992,19,1232.254799,True
284.442611,65,1245.005387,True
277.065181,48,1254.377014,True
261.198284,44,1262.990039,True
-22.860705,200,1302.344787,False
-29.915495,200,1341.133837,False
270.167691,53,1351.380555,True
252.049833,189,1388.402502,True
276.326753,40,1418.073449,True
267.371608,43,1426.408444,True
277.125529,39,1433.972286,True
9.434841,200,1473.581935,False
284.647352,52,1484.019251,True
276.754398,32,1490.314508,True
52.202081,120,1513.684431,False
-15.451155,200,1552.880396,False
285.665269,57,1563.901858,True
22.344712,120,1587.149849,False
280.489276,58,1598.222738,True
274.567931,37,1605.480404,True
281.31528,52,1615.845218,True
258.994882,48,1625.44057,True
274.927253,28,1630.946378,True
267.643955,25,1635.886176,True
259.794453,14,1638.705356,True
277.186153,60,1651.104722,True
259.967078,16,1654.305014,True
276.329613,74,1668.658467,True
13.614826,200,1707.401494,False
285.698646,68,1720.592913,True
272.742399,81,1736.625701,True
261.660897,18,1761.556965,True
269.666593,26,1766.599428,True
271.712628,29,1772.231466,True
-16.717704,200,1810.738997,False
270.989958,24,1815.371927,True
277.09021,31,1821.316713,True
279.504577,60,1832.886044,True
-38.635638,28,1838.296121,False
262.819404,44,1846.881013,True
291.106148,69,1860.253334,True
273.602163,41,1868.14228,True
292.974185,68,1881.340029,True
210.904239,31,1887.367665,True
280.455233,54,1898.003272,True
259.191483,17,1901.402992,True
256.105974,168,1936.357992,True
278.383425,33,1942.793096,True
288.686598,75,1957.455595,True
259.103688,17,1960.860357,True
288.383705,75,1975.700781,True
-41.70692,23,1980.216682,False
275.665653,38,1987.699662,True
278.241929,44,1996.417128,True
274.833465,40,2004.112611,True
291.8437,69,2018.120816,True
273.085069,42,2026.260178,True
288.902156,63,2038.333031,True
269.857695,27,2043.50892,True
277.861075,42,2051.63631,True
287.466416,58,2062.979646,True
281.597276,54,2073.570607,True
275.014713,37,2082.085461,True
286.188747,56,2121.366647,True
258.843036,15,2124.313809,True
276.461248,34,2130.844593,True
261.258181,101,2150.353902,True
282.613486,67,2163.282639,True
274.351269,35,2170.137751,True
282.303545,56,2180.875304,True
276.659275,35,2187.596205,True
3.101343,200,2227.584698,False
283.320685,66,2240.607417,True
261.603523,13,2243.185328,True
270.577061,26,2248.32235,True
276.424873,37,2255.591248,True
272.735718,27,2260.926405,True
285.480395,67,2274.657052,True
279.621387,48,2284.509598,True
56.518973,120,2309.53247,False
261.405647,10,2311.570893,True
274.531587,32,2317.836169,True
287.194918,59,2329.453857,True
-15.96643,200,2369.123432,False
278.589748,41,2377.473618,True
270.943213,30,2383.484092,True
282.984648,56,2394.253599,True
281.399055,53,2404.393332,True
278.891044,50,2414.286445,True
283.255316,56,2425.323059,True
278.411574,37,2432.426493,True
277.983251,41,2440.412446,True
283.606126,50,2470.201031,True
287.736861,67,2483.40144,True
276.983385,43,2492.010888,True
285.152923,61,2503.986984,True
280.795949,47,2513.235907,True
262.192468,13,2515.801081,True
271.478352,27,2520.971083,True
278.303742,38,2528.249154,True
280.437259,64,2540.619421,True
67.077346,200,2579.684821,False
275.306717,36,2586.683938,True
260.916229,14,2589.416728,True
273.736576,32,2595.743114,True
286.672828,56,2606.589016,True
279.989178,52,2616.56865,True
264.654584,17,2619.810961,True
291.983823,71,2633.426668,True
285.382515,65,2645.977651,True
286.689871,66,2658.853787,True
282.739397,80,2674.479359,True
267.508582,17,2677.786435,True
288.304662,70,2691.30055,True
262.854046,13,2693.80468,True
291.098406,84,2709.882894,True
-41.260103,28,2715.225122,False
276.403586,30,2720.958811,True
261.294894,14,2723.656301,True
282.277563,55,2734.309216,True
279.025007,42,2742.61499,True
258.496523,19,2746.269514,True
268.436977,56,2757.090698,True
284.393517,57,2768.104718,True
284.094207,61,2779.803907,True
269.289327,59,2809.608297,True
259.127843,18,2813.125668,True
283.45421,55,2823.650942,True
283.875306,58,2834.702109,True
286.055867,67,2847.561588,True
287.763636,68,2860.735791,True
288.785418,62,2872.823219,True
287.156908,55,2883.797211,True
272.960126,57,2894.978794,True
236.952692,50,2905.470778,True
282.955599,60,2917.392675,True
284.919911,73,2931.862336,True
264.358487,37,2939.058426,True
267.564223,49,2948.646984,True
279.453788,37,2955.854158,True
269.7417,26,2960.957948,True
281.708184,56,2971.81777,True
280.712181,45,2980.519169,True
257.038269,45,2989.331338,True
270.850294,30,2995.215345,True
275.710282,54,3006.058458,True
292.046936,105,3026.737004,True
282.311673,49,3036.173536,True
278.056995,47,3045.391622,True
272.731825,37,3052.598153,True
276.444968,38,3060.041225,True
276.612933,38,3067.401458,True
275.872124,34,3074.101053,True
273.172415,26,3079.137389,True
290.939952,70,3092.621688,True
243.797817,52,3102.58106,True
284.62894,54,3113.137852,True
288.806277,61,3124.897459,True
273.469514,37,3132.118758,True
288.730445,73,3162.748763,True
19.336725,200,3201.269746,False
281.169407,80,3216.523704,True
291.24328,69,3229.640607,True
285.61522,63,3241.70878,True
275.475805,25,3246.590163,True
276.451393,35,3253.42118,True
281.395115,56,3264.674448,True
276.881351,42,3272.840781,True
288.893575,88,3290.403916,True
284.031575,68,3303.909789,True
283.023291,61,3315.83497,True
282.268232,62,3327.927627,True
277.325292,41,3336.022249,True
275.633309,43,3344.716532,True
277.667403,46,3353.991355,True
286.201707,59,3365.536492,True
290.733841,70,3379.103827,True
275.909757,42,3387.233359,True
264.850671,38,3394.561878,True
279.317198,75,3409.413537,True
290.424405,58,3420.664851,True
280.82494,82,3436.71965,True
268.534914,22,3441.088312,True
274.049108,35,3447.934136,True
278.617778,36,3454.915082,True
272.811619,31,3460.947043,True
279.749543,57,3471.9444,True
53.062969,200,3528.706016,False
283.88901,55,3539.351846,True
270.732394,56,3550.348124,True
275.56448,44,3559.025749,True
270.07332,31,3565.126505,True
270.303679,28,3570.633214,True
281.170801,37,3577.958207,True
265.240453,13,3580.53215,True
269.219992,30,3586.51318,True
23.781904,200,3625.914006,False
289.131029,76,3640.801354,True
281.041597,54,3651.278961,True
280.224142,43,3659.590645,True
287.385976,69,3673.992847,True
262.291904,19,3677.936454,True
260.562529,17,3681.371711,True
276.549405,43,3690.009134,True
289.905111,73,3704.70848,True
289.328864,74,3719.255823,True
274.754157,29,8015.141988,True
278.028583,41,8030.410962,True
271.058253,28,8035.830397,True
285.759585,63,8047.966751,True
272.970382,34,8054.464391,True
285.692569,66,8067.154985,True
285.466747,56,8077.825071,True
290.471408,74,8092.629534,True
268.001722,24,8097.641672,True
270.307009,27,8103.060959,True
201.4825,12,8105.481437,True
9.506083,200,8165.700276,False
287.337321,61,8177.93657,True
281.60732,62,8190.117762,True
273.489087,32,8196.409476,True
276.991841,45,8205.305423,True
260.714825,16,8208.530245,True
259.604801,14,8211.29509,True
21.586725,200,8250.95507,False
283.334003,61,8263.152529,True
284.512235,54,8273.503427,True
285.619022,63,8285.690473,True
284.178886,52,8295.879375,True
275.998883,34,8302.49303,True
284.297188,58,8313.880643,True
276.309689,33,8320.266858,True
261.838292,15,8323.442719,True
277.348462,50,8333.757123,True
286.111546,66,8346.976725,True
269.443727,25,8351.985826,True
281.50039,43,8360.565552,True
278.296675,38,8368.108442,True
48.595072,200,8408.314508,False
275.822693,37,8415.562925,True
280.432565,47,8424.83208,True
281.538575,58,8436.643527,True
15.879375,120,8461.026179,False
277.670081,39,8468.773943,True
-24.402962,200,8524.120449,False
290.61258,66,8536.837093,True
262.380886,18,8540.274482,True
261.82277,20,8544.357516,True
294.085053,73,8558.599265,True
280.712778,45,8567.295168,True
279.066159,56,8578.049881,True
274.612194,35,8584.775643,True
278.824047,43,8592.998168,True
281.198593,55,8603.603205,True
265.619708,40,8611.386889,True
269.319591,31,8617.512536,True
268.47523,28,8623.164821,True
259.008874,20,8627.006186,True
279.307849,143,8655.112356,True
282.113736,53,8665.602332,True
270.961627,41,8673.518446,True
285.934526,62,8685.740376,True
271.416209,29,8691.692118,True
278.044097,51,8701.750901,True
275.738958,40,8709.588699,True
288.630639,91,8727.522927,True
291.167866,70,8740.948524,True
266.369882,53,8751.135123,True
275.994929,40,8758.877488,True
273.757043,62,8770.887777,True
281.210689,47,8779.91151,True
272.122111,51,8789.775143,True
259.836221,12,8792.094809,True
290.08901,63,8804.168792,True
288.273231,71,8836.291932,True
280.058387,49,8845.614253,True
273.716201,58,8857.228926,True
272.71196,60,8869.510966,True
242.169275,31,8875.5417,True
262.584006,46,8884.501654,True
273.937293,37,8891.635411,True
287.113803,59,8903.132369,True
270.142492,42,8911.227497,True
291.057577,67,8924.61363,True
275.480979,35,8931.921563,True
284.767713,54,8942.372346,True
260.605345,17,8945.777937,True
273.391177,49,8955.709604,True
275.959602,48,8965.469106,True
278.147467,45,8974.37753,True
274.625145,36,8981.8803,True
262.345545,19,8985.818832,True
272.428438,27,8991.133398,True
275.457803,30,8996.988776,True
266.652486,51,9007.646467,True
261.53551,18,9011.186696,True
273.870363,40,9019.163005,True
289.896586,70,9032.894258,True
281.484839,95,9052.546844,True
279.380457,65,9065.438796,True
279.601006,36,9072.359768,True
266.588423,19,9076.024764,True
272.956152,35,9082.765098,True
277.442215,44,9091.698456,True
293.222098,77,9107.737137,True
-200.704149,108,9129.395857,False
265.25703,14,9132.240559,True
279.097822,42,9140.699312,True
257.979005,17,9143.981794,True
291.825648,68,9157.237516,True
279.907393,43,9182.097703,True
281.070898,65,9195.146712,True
280.801133,45,9203.794668,True
269.486437,47,9212.85233,True
286.512557,64,9225.258746,True
267.706317,23,9229.790913,True
262.233435,15,9232.727921,True
271.361912,26,9237.817543,True
271.473198,27,9243.452761,True
285.496721,64,9256.84598,True
288.234195,68,9270.167122,True
277.419082,41,9278.398555,True
277.853317,54,9289.114602,True
288.9998,69,9302.532426,True
277.424335,34,9309.215213,True
262.062313,15,9312.12228,True
271.671,27,9317.48339,True
258.653741,19,9321.528338,True
261.415517,14,9324.538862,True
276.658375,37,9332.129081,True
271.682664,29,9338.167107,True
275.934024,28,9343.852502,True
288.013236,66,9356.661151,True
280.012918,42,9364.827523,True
278.717133,41,9373.161084,True
292.740457,82,9389.573274,True
287.783435,60,9401.233152,True
274.767026,37,9408.923297,True
287.001537,68,9422.94705,True
274.626536,39,9430.86583,True
264.707166,38,9438.432266,True
288.619179,70,9452.148814,True
211.274357,17,9455.654943,True
271.270129,33,9462.494402,True
286.735409,61,9474.376606,True
271.068797,37,9481.488755,True
281.615039,54,9491.846365,True
283.255856,70,9505.340971,True
