#{"t_start": 1785575340.6782007, "env_id": "None"}
r,l,t,is_success
286.063819,63,13.918503,True
286.888482,62,26.166535,True
257.846178,14,28.865242,True
260.7671,35,35.595683,True
287.179848,63,47.790015,True
4.30904,200,87.548713,False
272.138312,30,93.416883,True
267.36333,25,98.302911,True
284.554276,56,109.180191,True
283.150594,58,120.38264,True
266.390344,80,136.013919,True
276.92015,39,143.88471,True
273.49051,64,156.329069,True
290.17534,67,169.355506,True
278.835647,73,183.436451,True
274.490032,50,193.678361,True
268.512425,26,198.709369,True
289.603668,66,212.327108,True
-178.549036,178,247.935331,False
278.067283,52,258.650734,True
274.298562,33,265.370225,True
277.034095,70,279.314059,True
272.17949,101,299.061417,True
273.908055,61,311.344891,True
31.500377,200,373.3358,False
271.363961,49,383.191547,True
261.684348,25,388.411398,True
260.927455,16,391.68578,True
284.664339,56,402.554613,True
7.592538,120,426.075235,False
276.132169,54,436.781621,True
272.220603,30,442.927082,True
261.284324,15,445.988604,True
275.844681,38,453.755147,True
275.818737,37,461.139604,True
-24.526879,200,500.563792,False
281.91762,54,511.310807,True
283.824682,52,521.657614,True
274.295054,35,528.503054,True
-11.449865,200,567.669138,False
266.797126,51,577.606826,True
261.462299,21,581.730944,True
268.650454,95,600.322272,True
285.311341,61,612.43409,True
263.198624,18,615.960772,True
281.315905,61,627.856764,True
277.782159,41,635.797773,True
272.801515,61,647.759413,True
281.010454,45,656.523439,True
287.721826,68,669.725727,True
46.848719,120,714.834301,False
19.341798,200,753.824549,False
289.005972,62,766.367647,True
282.016786,50,776.072735,True
283.425492,55,786.914789,True
275.143479,73,801.143625,True
285.754573,59,812.688998,True
287.087337,61,824.600761,True
-8.51019,200,864.654956,False
288.98608,59,876.157596,True
279.366421,39,883.717886,True
282.20374,61,895.557603,True
277.077149,44,904.351449,True
282.243899,53,914.902216,True
260.865416,18,918.4708,True
264.182527,37,925.792955,True
279.982993,46,935.020536,True
260.892925,14,937.736772,True
283.147024,67,951.055078,True
-15.011441,200,990.261606,False
274.451083,33,996.661341,True
279.954415,53,1007.128134,True
283.399449,55,1017.699619,True
273.257076,30,1023.622587,True
271.430006,62,1063.914234,True
282.917344,57,1075.085272,True
68.023342,200,1114.21979,False
277.349171,30,1120.133981,True
276.431667,66,1132.83492,True
279.308561,36,1139.838744,True
279.26315,47,1148.951454,True
282.581755,104,1169.299039,True
278.550953,42,1177.557892,True
275.902868,31,1183.867353,True
281.547588,74,1198.683032,True
261.83158,15,1201.654512,True
284.365605,47,1211.065434,True
281.74571,48,1220.714766,True
277.021036,50,1230.67317,True
-42.586066,30,1236.552896,False
274.425069,29,1242.247637,True
22.297011,200,1281.28009,False
261.109198,16,1284.428373,True
251.058438,83,1300.928711,True
269.067797,69,1314.249296,True
-21.425435,200,1353.044855,False
276.259088,52,1363.275823,True
285.217898,101,1383.13998,True
-157.334079,118,1427.932156,False
279.568635,100,1447.6645,True
5.765532,200,1487.363379,False
-42.222069,23,1491.763079,False
283.417774,54,1502.237706,True
289.459049,70,1515.966091,True
276.192485,46,1525.216057,True
284.796383,70,1538.921192,True
285.688042,62,1550.893384,True
269.57074,112,1572.621559,True
259.217887,19,1576.301474,True
280.941329,49,1585.703796,True
260.301587,25,1590.49071,True
265.187856,170,1624.091075,True
272.411209,66,1637.205175,True
283.478476,53,1648.12528,True
286.261363,55,1658.970114,True
283.66169,72,1672.846874,True
20.146125,200,1711.627361,False
261.247897,16,1714.738033,True
285.262506,60,1726.565178,True
283.873648,65,1760.745744,True
274.766361,46,1769.665315,True
261.518595,18,1773.147192,True
266.644226,47,1782.186536,True
279.977301,49,1791.642012,True
-2.087444,200,1830.129296,False
271.610297,50,1839.876508,True
10.710029,200,1878.581279,False
-197.458413,135,1905.15276,False
279.053104,62,1917.466133,True
282.256862,54,1927.992253,True
261.502991,14,1932.61933,True
260.341846,14,1935.367071,True
261.870395,31,1941.382001,True
271.617516,37,1948.613515,True
-11.839475,200,1988.136856,False
265.572,24,1992.861395,True
279.134914,49,2002.333052,True
270.33207,40,2010.558105,True
279.734906,43,2019.11242,True
273.078952,27,2024.275464,True
267.064117,21,2028.30928,True
262.985729,15,2031.201204,True
282.997218,45,2039.795646,True
286.972518,64,2052.179407,True
286.119316,64,2064.72803,True
287.054854,69,2079.521017,True
276.501169,34,2114.516484,True
38.487604,200,2153.220335,False
272.696203,28,2158.604471,True
261.067494,14,2161.313127,True
-41.910898,36,2168.342586,False
277.601961,70,2181.736989,True
274.123926,37,2188.905779,True
257.664355,37,2196.092736,True
291.437574,73,2210.639843,True
283.811102,54,2221.829941,True
258.855431,133,2248.116547,True
258.242086,12,2250.473833,True
279.686068,81,2266.821896,True
273.475642,27,2272.311273,True
262.432166,16,2275.619545,True
289.932522,60,2288.049321,True
286.841038,69,2302.289322,True
30.255269,200,2341.973985,False
285.189257,56,2353.168141,True
-31.163814,200,2392.851155,False
261.736268,15,2395.69437,True
290.157241,80,2411.294098,True
269.497851,29,2417.158672,True
261.3778,19,2420.82873,True
274.148892,39,2428.295126,True
277.735255,34,2434.897978,True
279.985006,60,2466.599801,True
285.917654,53,2477.071039,True
-7.29301,200,2516.473073,False
272.931219,39,2523.963857,True
278.589571,45,2532.645299,True
271.897163,24,2537.279506,True
258.830918,19,2540.93193,True
275.774173,40,2548.606076,True
271.202449,25,2553.484546,True
280.411814,85,2570.292994,True
285.414134,61,2582.180726,True
287.181301,64,2594.753611,True
275.094475,41,2602.671606,True
286.654034,65,2615.153409,True
282.684183,59,2626.489183,True
288.519252,71,2640.085557,True
282.201904,60,2651.836706,True
259.611701,17,2655.128772,True
261.701523,18,2658.58786,True
282.325362,65,2671.333342,True
279.677154,44,2679.887988,True
284.783727,60,2691.430412,True
275.411058,50,2701.022391,True
285.52824,56,2711.688738,True
258.845752,15,2714.564361,True
262.912448,14,2717.225568,True
259.731524,17,2720.513506,True
284.880567,50,2730.165166,True
282.67017,46,2739.274335,True
282.162209,59,2750.670467,True
284.968963,63,2762.847497,True
260.119756,16,2765.924763,True
285.403622,59,2777.239115,True
287.317305,66,2808.397099,True
282.550271,65,2820.894191,True
274.880237,51,2830.604226,True
291.495647,76,2845.19623,True
278.949565,31,2851.185043,True
280.652023,45,2860.01382,True
-14.138153,200,2899.951015,False
259.832617,19,2903.734177,True
282.216988,57,2915.019223,True
290.42749,71,2929.106586,True
276.30019,37,2936.298675,True
285.870717,60,2948.020924,True
267.275104,19,2951.732682,True
275.445759,45,2960.518144,True
282.8906,68,2973.713301,True
274.390417,64,2986.17768,True
269.29494,25,2991.078505,True
261.959522,16,2994.253729,True
280.790477,60,3006.37555,True
288.578379,66,3019.27939,True
259.127005,16,3022.415116,True
281.793701,46,3031.279455,True
280.301867,61,3043.217398,True
278.533207,36,3050.237302,True
289.699488,77,3065.229194,True
272.34566,32,3071.539587,True
280.870659,55,3082.134336,True
271.496771,36,3089.100021,True
285.862301,60,3100.597013,True
288.335601,67,3113.667101,True
285.539314,51,3123.500014,True
261.514155,14,3126.241797,True
