#{"t_start": 1785338924.8377147, "env_id": "None"}
r,l,t,is_success
-2.52952,120,1.993199,False
-27.645946,120,14.499025,False
-10.478542,120,59.456923,False
-49.641404,200,135.04893,False
-42.357427,120,179.862326,False
-30.570978,200,254.767154,False
-20.998794,120,300.579203,False
-48.694109,200,392.149839,False
286.851289,97,428.748185,True
-23.626815,200,505.316729,False
-21.254256,200,580.371521,False
-5.167607,200,656.353325,False
-25.0811,200,750.987877,False
-23.076441,200,826.723484,False
90.624598,120,871.753002,False
22.160966,100,909.587095,False
-34.162516,200,985.055107,False
-25.419626,200,1060.864415,False
-16.770479,200,1135.350104,False
52.383096,70,1179.276926,False
226.000021,36,1192.727342,True
46.177521,100,1230.648479,False
-23.544512,200,1306.617905,False
-13.827361,120,1351.672718,False
-191.485402,168,1415.589994,False
52.657402,70,1442.384546,False
-23.005811,200,1518.19573,False
260.859651,17,1524.586224,True
-16.006112,200,1618.421369,False
22.145821,200,1695.196297,False
-19.478448,200,1770.241197,False
-6.735045,200,1845.189341,False
22.18517,120,1890.729859,False
42.577782,100,1929.474146,False
56.759946,100,1985.530844,False
-4.355975,200,2061.115667,False
-12.677497,200,2136.414218,False
-6.776999,200,2213.97781,False
-27.250445,200,2291.636593,False
-5.127858,200,2368.181924,False
7.911874,120,2432.119634,False
65.734904,100,2471.549789,False
18.82833,120,2517.380181,False
268.282925,58,2539.52007,True
260.69655,13,2544.51139,True
-52.41455,49,2563.571261,False
270.941937,97,2600.136381,True
-175.326236,73,2628.504409,False
19.420377,120,2674.011119,False
-10.805217,200,2749.529879,False
-9.900492,200,2845.227531,False
-72.727375,200,2920.957364,False
271.311915,68,2946.755108,True
-9.258764,200,3022.923486,False
-9.203525,200,3098.637668,False
21.556708,100,3136.786246,False
-23.524294,200,3230.267196,False
47.493569,100,3268.018327,False
-175.11966,65,3292.678476,False
-32.338839,200,3369.28904,False
32.296959,70,3396.054152,False
-15.409931,200,3471.977176,False
1.325253,120,3517.838443,False
-7.980321,200,3594.686877,False
16.631391,200,3692.999286,False
10.126779,120,3740.408603,False
-10.732508,200,3819.473614,False
-16.337095,200,3896.392995,False
-16.303533,200,3974.187648,False
-16.512444,200,4069.363936,False
-16.249559,200,4149.211369,False
-12.041261,200,4225.782578,False
-5.980852,200,4301.979897,False
-28.636966,200,4377.79808,False
11.30078,200,4453.727449,False
-13.754938,200,4548.394279,False
-8.333754,200,4624.016889,False
11.36801,120,4668.839999,False
53.385338,70,4695.089322,False
271.887774,35,4708.173908,True
266.577312,29,4719.370718,True
65.559996,100,4757.185495,False
44.97772,100,4795.53228,False
18.502276,120,4840.346949,False
-19.838832,200,4932.127053,False
35.86579,120,4977.79972,False
16.856542,120,5023.142642,False
0.411646,62,5046.595439,False
257.468586,41,5062.110209,True
-3.786831,200,5137.420736,False
-199.107656,105,5176.738205,False
272.693493,33,5189.285008,True
269.125572,29,5200.117718,True
262.32803,12,5204.583302,True
-5.246553,200,5280.683843,False
-1.561112,200,5373.454438,False
73.695039,100,5411.502218,False
-4.812748,200,5486.660899,False
257.830793,49,5504.893671,True
-4.669797,200,5581.318007,False
20.556546,200,5657.880379,False
260.616546,18,5664.599858,True
257.835542,64,5689.081628,True
269.97146,29,5700.048858,True
-20.21826,200,5795.408926,False
258.609398,12,5800.080599,True
-193.224445,169,5864.008812,False
279.901476,68,5890.069122,True
15.718182,200,5966.368668,False
16.150992,200,6043.827431,False
273.646782,55,6064.420848,True
-11.513566,200,6158.086338,False
-44.693056,200,6232.8253,False
237.822279,41,6248.4334,True
64.041494,120,6294.29006,False
13.963835,200,6370.947366,False
17.886149,200,6446.421818,False
260.163572,14,6451.823554,True
277.262492,35,6465.053317,True
276.130858,48,6483.370277,True
268.665858,32,6495.540729,True
-42.215164,35,6509.302481,False
-76.422451,200,6602.500499,False
40.476009,200,6678.169367,False
275.313975,43,6694.389846,True
-14.213674,200,6770.292251,False
19.06445,200,6845.800726,False
-19.511605,200,6921.279334,False
-26.018707,31,6932.749404,False
273.058137,44,6968.901437,True
270.414399,32,6980.899478,True
274.254133,42,6997.082245,True
-7.338729,200,7073.196271,False
-16.205047,200,7149.290579,False
260.509241,13,7154.258288,True
-4.210932,200,7230.96082,False
274.48783,28,7241.48034,True
-43.390648,200,7318.076877,False
-12.318725,200,7414.671753,False
-6.192104,200,7490.664412,False
17.92197,200,7566.672563,False
5.638768,200,7642.374464,False
-17.46468,35,7655.63025,False
267.477177,23,7664.191712,True
-9.149183,200,7740.272921,False
284.112771,45,7757.686726,True
-9.238203,200,7848.20876,False
-31.271869,200,7925.32933,False
-18.739128,32,7937.876943,False
271.895364,30,7949.2912,True
-18.911751,33,7961.737373,False
260.76255,14,7967.051203,True
265.007943,51,7986.566261,True
11.586618,200,8062.384428,False
-24.648341,200,8140.415484,False
20.935991,200,8236.521613,False
15.563143,200,8313.808981,False
275.95625,31,8325.811215,True
279.929675,107,8367.33434,True
61.708519,100,8406.193251,False
259.079942,14,8411.690244,True
8.777146,120,8457.681177,False
17.169731,200,8534.956735,False
273.098439,116,8579.45722,True
273.921229,71,8606.885692,True
271.659867,35,8636.115603,True
259.301788,197,8711.660893,True
49.262362,120,8758.505519,False
271.729877,81,8789.987974,True
274.999935,37,8804.209945,True
-15.964128,200,8882.059822,False
259.720327,17,8888.744088,True
-6.063326,200,8965.217419,False
267.04583,27,8975.639661,True
273.381281,27,8985.972867,True
258.981608,24,8995.172875,True
-8.517166,200,9086.37469,False
-131.069244,200,9163.277267,False
274.178434,54,9184.424296,True
279.401569,65,9209.632933,True
10.33824,200,9287.62219,False
-197.703976,93,9323.597381,False
257.887648,26,9334.155265,True
11.853456,120,9380.765061,False
54.251825,200,9495.120632,False
47.299151,120,9550.212229,False
273.963849,53,9573.395222,True
-17.448192,21,9581.544598,False
266.922647,26,9594.28059,True
-76.282392,200,9677.248817,False
16.038492,120,9725.383842,False
13.895826,120,9771.948449,False
3.068402,200,9849.176908,False
225.424228,35,9862.827646,True
273.063944,26,9873.003195,True
-10.694193,200,9965.009062,False
255.670382,24,9973.986294,True
258.851819,17,9980.410786,True
14.002496,200,10056.535057,False
270.201175,45,10073.540323,True
12.976927,120,10119.157436,False
-189.912025,159,10179.630882,False
261.336141,13,10184.725317,True
272.817551,34,10197.355583,True
